,Adams County,Alcorn County,Amite County,Attala County,Benton County,Bolivar County,Calhoun County,Carroll County,Chickasaw County,Choctaw County,Claiborne County,Clarke County,Clay County,Coahoma County,Copiah County,Covington County,DeSoto County,Forrest County,Franklin County,George County,Greene County,Grenada County,Hancock County,Harrison County,Hinds County,Holmes County,Humphreys County,Issaquena County,Itawamba County,Jackson County,Jasper County,Jefferson County,Jefferson Davis County,Jones County,Kemper County,Lafayette County,Lamar County,Lauderdale County,Lawrence County,Leake County,Lee County,Leflore County,Lincoln County,Lowndes County,Madison County,Marion County,Marshall County,Monroe County,Montgomery County,Neshoba County,Newton County,Noxubee County,Oktibbeha County,Panola County,Pearl River County,Perry County,Pike County,Pontotoc County,Prentiss County,Quitman County,Rankin County,Scott County,Sharkey County,Simpson County,Smith County,Stone County,Sunflower County,Tallahatchie County,Tate County,Tippah County,Tishomingo County,Tunica County,Union County,Walthall County,Warren County,Washington County,Wayne County,Webster County,Wilkinson County,Winston County,Yalobusha County,Yazoo County
First Baptist Church Taylorsville – Hands and Feet Ministry,137.4721634,258.5211322,126.576805,95.13994576,219.6056259,218.8016247,150.53624,139.6330568,171.7858491,115.0636775,96.70981539,58.03578174,163.1823845,232.2560879,62.38693331,20.7809743,241.5368718,54.58788397,110.9751658,113.5783736,89.47158565,154.8782139,101.5983112,118.4300055,89.16526617,127.3047164,152.8578388,153.384527,229.9849782,142.5717959,31.30142616,101.2308926,41.11487933,29.91183728,109.6447262,177.0511783,47.64157381,84.43759681,59.21214884,68.89048852,212.4052786,168.6076702,80.92503629,170.2029644,90.42975702,64.50818249,206.0200472,196.6914951,125.216835,81.83064628,57.4906779,138.100565,141.7339484,204.1617058,82.61296104,71.4794428,102.8314263,187.5571004,244.0095421,215.8225875,59.89062418,45.78687407,152.5433874,34.27797563,17.21355839,90.44785481,188.7304008,188.599816,223.4715643,232.1471558,268.3294298,248.0030348,207.669204,87.01388702,119.2759886,187.7872444,56.53351376,131.2455385,157.5117418,109.6701841,167.1981626,121.5218474
Smith County Baptist Association,145.882606,249.8836524,134.96754,74.83820202,210.9726323,198.5478786,141.9640338,119.3556052,163.2146921,106.5313531,85.56526426,49.58960484,154.629232,212.0318913,65.62970259,29.20080684,221.3573394,75.01293144,119.3851452,134.0239226,109.8949879,134.6224977,116.98013,138.9033844,68.80951756,107.0054809,132.5589975,133.060033,221.3891428,163.0422422,25.82294723,109.6573567,49.53064906,50.30927468,101.151859,162.3906882,58.97549852,75.96777683,67.6266937,49.67210363,203.8088047,148.3371304,89.33847622,161.6621193,70.09809417,72.9023877,189.2972248,188.1222353,104.9424432,73.33788723,49.02115673,129.5840708,133.196382,183.9466596,90.97808847,91.90554394,111.2221384,178.9650913,235.3903409,195.5998203,39.5346618,25.44019409,132.2280199,31.46929069,3.158434589,110.8979859,168.4633989,168.3564173,203.2763466,223.5175542,259.7016898,227.807883,199.0589126,95.40289673,98.92621397,167.4988557,76.92975164,122.6953003,165.9017319,101.1551749,146.9600451,101.1998326
Old Home Place Missions,154.5427229,241.4891123,143.6507109,80.08812328,202.5728453,203.741652,133.4931399,124.5771099,154.7425704,98.01380673,94.18860438,44.15893709,146.136049,217.191099,74.26101916,37.84994196,226.4643014,69.61877324,128.0458044,128.6057817,104.5027535,139.8185772,118.6805214,133.4526896,74.12261076,112.2524675,137.8055223,138.3365649,212.9458882,157.5949772,20.49097029,118.2987325,58.18453637,44.94741369,92.58815609,161.9847243,64.71515976,67.37711416,76.28201347,53.84241762,195.3662975,153.5505493,97.99508807,153.1545391,75.38301319,81.58150047,190.9488205,179.6478936,110.1603691,64.7740585,40.43014512,121.0480059,124.684967,189.0951645,99.69121573,86.51015287,119.9053365,170.5173618,226.974419,200.7573564,44.84800571,30.7426803,137.4938761,40.09734602,8.628481916,105.4744856,173.672679,173.5380877,208.4016568,215.1137989,251.2957559,232.9331155,190.6325691,104.0880867,104.2323185,172.7331529,71.56929321,114.1987089,174.5857735,92.61737348,152.1355384,106.4734651
Our Daily Bread Food Pantry Wiggins,173.9331128,308.9122194,120.580552,179.3362539,275.7802395,302.8587237,223.5968067,223.7589353,221.9847524,177.9775346,181.1174997,107.8724534,213.3290946,316.2275671,146.8144127,77.92190514,325.3789544,29.96580508,146.6386341,29.68592314,54.09029422,238.9411078,52.06400324,33.73623143,173.518027,211.493716,237.0456624,237.6466633,280.2553562,57.88648971,81.13385837,172.2682145,89.50695132,54.56183932,159.6167094,260.9977075,45.99899881,134.3427876,104.9310581,153.1508455,262.677533,252.7134869,124.1900652,220.3139797,174.7127425,66.27593908,289.8850963,246.8848629,209.3338694,131.8023523,107.3950367,188.1410177,191.8354953,288.1067179,33.01112051,30.27570598,96.9057189,237.8164436,294.3476504,299.7899493,144.2440414,130.1134194,236.7790862,118.6974118,101.6134679,5.821459289,272.8259414,272.6269821,307.3591096,282.5154378,318.6922617,331.8903541,257.9815298,77.4437992,203.6114051,271.9447415,80.00664659,198.3752792,149.6810556,159.7063684,251.2100594,205.7768431
New Beginning Ministries – Food Pantry,174.0012197,308.7293592,120.6490797,179.4021358,275.8436024,302.9235808,223.6614657,223.8242989,221.8004783,178.0430442,181.1849365,107.6855138,213.1444363,316.2917943,146.8819952,77.98981337,325.4422297,30.03431679,146.7067512,29.49738138,53.90222472,239.0060079,52.2531673,33.66668889,173.5850598,211.559544,237.1114815,237.7130291,280.0716078,57.81700931,80.9468878,172.33598,89.57494594,54.62976233,159.4307654,261.0617516,46.0674872,134.1563522,104.9990785,153.2171987,262.4937985,252.7787027,124.2581089,220.1290586,174.779262,66.34439358,289.9485408,246.7005478,209.399168,131.6164066,107.2085954,187.9555775,191.6505048,288.1707506,33.19978761,30.08757925,96.97424736,237.6326143,294.1644003,299.8541463,144.3110792,130.1802596,236.8452574,118.7649354,101.680848,5.752412538,272.8910815,272.6916192,307.4227194,282.3324099,318.5091935,331.9539621,257.7980903,77.51236424,203.6783101,272.0103373,79.81915642,198.4404068,149.7495986,159.520897,251.2745844,205.8431566
First Baptist Church Coldwater – Food Pantry,302.1799727,92.59656884,291.1791165,133.2741076,53.70520033,113.4360734,88.54002478,88.65090932,111.9525071,134.4885365,241.9996866,257.9005983,139.9922905,67.36851687,222.0344856,235.4728751,13.77747938,283.6624737,275.6805612,342.76271,318.5372712,73.28928871,325.8463421,347.7635016,194.1782434,114.535498,139.3763258,193.1461313,120.5053384,371.8895161,234.2408412,266.0245792,223.9213903,258.8384955,210.9775967,50.9011232,267.6203585,234.1671349,223.9421192,159.6419434,101.5573309,97.13607324,245.6490358,172.2696948,144.8552826,247.3304295,32.04659232,140.804892,103.0506898,183.3104472,207.7770138,190.3027884,150.4283781,23.78793865,293.0514581,300.5596388,267.4336739,85.61724376,87.76726444,47.99284583,168.8139541,182.8679125,173.2883559,194.5486308,211.5768347,319.6568076,110.1392231,62.14349194,4.371851004,66.26485532,102.4569891,25.27921481,69.09513136,251.6070577,211.8452427,152.9804039,285.4536753,113.9429064,322.1099894,164.8605213,60.87504221,155.9319898
Hope Ministries Food Pantry,298.2426699,96.56377363,287.2444028,127.7718789,57.67180913,109.4787111,83.04534652,83.1518746,106.4576942,128.9886104,238.058243,252.3893394,134.4951096,63.40726345,218.0939354,229.9581421,19.26362854,278.1440205,271.7433157,337.2415635,313.0190394,67.79311544,320.3213443,342.2386891,190.2343005,110.5841151,135.4248948,189.19808,115.0137786,366.3650931,228.7293849,262.0851656,218.4061206,253.3236766,205.472483,45.41023781,262.1020459,228.6589879,220.0042666,154.1368071,96.06585224,93.18091583,241.7113314,166.770897,140.9081666,241.8123219,36.01269246,135.3098335,97.55206039,177.8053152,202.2688236,184.8007848,144.929145,18.29711625,287.5295255,295.041049,263.49896,80.12517431,82.27877833,44.0314015,163.3045871,177.3597705,169.3391021,189.0362664,206.0653617,314.1350544,106.1836026,58.18476168,3.169356757,70.23102026,106.4229152,25.6481077,63.60546827,247.6725655,207.900517,149.027601,279.9390181,108.4453375,318.1753777,159.3583183,55.38118578,151.9836072
Tippah County Good Samaritan Center – Central Branch,366.0061533,31.04916308,355.2031208,150.2657224,18.48893555,175.7325315,77.24105505,144.7180194,56.98815134,112.9002756,305.5103054,201.681778,84.84721454,129.3683835,285.6135517,249.2713234,68.08031397,262.5929162,339.5113999,285.7897657,261.7866189,115.556096,330.4537244,305.4545499,257.4985401,177.2885641,202.1254256,256.1527047,65.78867284,314.6666701,197.0726051,329.6899537,269.6241963,227.3800681,155.2274175,56.65061773,276.2592402,178.1856259,287.7271503,169.9842438,46.84708201,159.6011075,309.4451503,117.0010795,207.9338323,293.1184203,32.60060465,85.82148297,124.0054358,146.318491,170.767209,134.7897597,95.1268629,82.76923604,311.359319,248.0273562,331.4579151,40.12757595,33.28513101,109.978373,228.580203,194.828702,236.2033278,251.4373918,219.9381639,281.8140253,172.5687402,124.336107,62.50472902,4.638381723,40.81181462,86.9875568,19.9299202,315.6483925,275.1055683,215.6245791,228.9756804,96.63457372,386.1414593,118.3748408,92.19399149,218.9136912
Tippah County Good Samaritan Center – North Branch,383.4548303,22.63693322,372.6627158,167.6567406,25.21293391,193.0969572,94.60037148,162.0955925,73.35634155,130.2816459,322.9416152,212.5179965,95.74258093,146.7164823,303.0486495,266.7148775,66.79668077,280.0521209,356.9603504,296.5844439,272.5935411,132.9216564,347.9404096,322.940483,274.9193833,194.6781746,219.5148002,273.5562446,76.70761956,325.4475825,214.5024253,347.1297839,287.0699864,244.824011,166.0894479,73.99398755,293.7178368,189.034915,305.1736068,187.3874823,57.7663955,176.974843,326.8922044,127.8896274,225.3413746,310.5761335,46.91222004,96.72574198,141.3813297,163.7217418,188.1833078,145.6648499,106.0136162,100.1123035,328.8331181,265.4871535,348.9175378,57.47595639,44.21700282,127.3256949,246.0011841,212.2445671,253.6018286,268.8709683,237.3680257,299.2871037,189.9405075,141.6948413,79.83683343,12.68922009,51.74201736,104.319606,37.2681941,333.1089677,292.5230922,233.0081569,239.7976233,114.0060382,403.6014471,135.7657933,109.5498256,236.3158842
Union County Good Samaritan,347.156048,49.7656483,336.3413868,131.4770493,30.40473095,156.9721817,58.48615533,125.9436679,45.10878735,94.12188193,286.6787035,189.876036,72.97846175,110.6254281,266.7779162,230.4266832,79.99853879,243.7316044,320.6610052,274.0282771,250.0120864,96.79454232,311.5631365,286.5647649,238.6780901,158.5013883,183.338499,237.3506857,53.89479753,302.9198464,178.2425978,310.8492743,250.777173,208.5350154,143.3941776,37.91270543,257.3985753,166.3659595,268.8794159,151.1825525,34.9528175,140.8308424,290.5967777,105.139589,189.1275539,274.2586951,44.51414961,73.94325531,105.2328745,127.5167883,151.9518194,122.9426064,83.26728625,64.03164361,292.4824584,232.008949,312.5961533,21.38432793,35.17927481,91.23624671,209.7596083,176.0135594,217.4066779,232.6033792,201.1081105,262.9379344,153.8005704,105.5818234,61.99740525,23.35949333,59.53405066,86.52854164,2.621163294,296.7856172,256.2886527,196.8438259,217.1851466,77.86673274,367.2793048,99.58624009,73.44279983,200.1131097
The Salvation Army Greenville,150.9797905,241.3843382,169.3120437,108.2133489,202.5415177,36.14693286,134.4428985,67.64941895,155.7086056,109.241913,107.8104908,233.5670768,147.3923257,81.90063285,142.2415082,211.4200252,160.8727561,259.9092928,142.891098,319.226204,294.765804,96.36243774,302.6208664,324.5228121,115.0515881,76.00936353,50.45065421,50.33423686,213.5127192,348.6171196,209.9235542,116.950783,199.9120094,234.7922939,186.1486733,154.4383379,243.8560272,209.5827477,184.5114185,134.8155191,195.9233682,52.62419588,165.2737547,154.6088485,113.4019286,223.5498008,180.9241719,180.6437577,88.29838738,158.4833583,183.1964455,165.2231017,126.1929007,128.309888,269.5789748,276.8172786,192.9867387,171.1470846,227.164486,101.2606626,144.3288643,158.2837772,51.02939847,170.3051323,187.261179,296.169539,39.58394871,87.32868811,148.1650262,215.1367185,251.3475525,123.6815005,190.9672364,212.4803477,84.84613811,15.3550681,261.3940984,115.5028447,170.6929385,139.7972706,119.361074,82.15638847
St Vincent De Paul Society,150.2159643,242.1407882,168.9375758,107.8348511,203.2981176,36.90581791,135.2014694,68.40906545,156.4672078,108.8628465,107.4343663,233.1907986,148.1515102,82.65855846,141.8656016,211.0446064,161.62923,259.5347889,142.5160071,318.8523607,294.3912428,97.12137906,302.247975,324.1498735,114.6748461,75.6307879,50.07206877,49.95648576,214.2705173,348.2440831,209.5473266,116.5751588,199.536724,234.4168945,185.7708815,155.1959755,243.4814898,209.2057031,184.1361746,134.4377371,196.681148,53.38362104,164.8985488,155.3684296,113.0244034,223.1752142,181.6808985,181.4024181,89.05793261,158.1055732,182.8194135,164.8445436,126.9525911,129.0675124,269.2053291,276.4428071,192.6122689,171.9050116,227.921528,102.0185397,143.952126,157.9067353,50.65135046,169.9291319,186.8849572,295.7958471,40.34326124,88.0872329,148.9220081,215.8934263,252.1043157,124.4384833,191.7245706,212.1059313,84.46920521,14.97614686,261.0186572,116.2621272,169.9284499,139.4187638,120.1194443,81.77855305
Food Effort For Emergency Distribution,150.295816,242.0546914,169.3470791,108.2409425,203.2121477,36.82178283,135.1171684,68.32567504,156.3829332,109.2684565,107.8424671,233.5987693,148.0677287,82.57371106,142.2738868,211.4533047,161.5431535,259.9442617,142.924983,319.2623928,294.8006672,97.03739161,302.6588132,324.5606716,115.082424,76.03681342,50.47808599,50.36320937,214.185562,348.6547984,209.9553401,116.9836832,199.9455352,234.8256093,186.1775707,155.1108843,243.8909342,209.6130248,184.5450209,134.8444344,196.5961771,53.30004324,165.3074274,155.2849838,113.4313183,223.5846171,181.5950361,181.3181927,88.97445647,158.5122681,183.226746,165.250584,126.8692378,128.9824101,269.6155285,276.8523075,193.0217707,171.8201654,227.8359325,101.9336512,144.359707,158.3140594,51.05782271,170.3373378,187.2929756,296.2060075,40.25958808,88.00290973,148.8363616,215.8075477,252.0184841,124.3528377,191.6392225,212.5154782,84.87662156,15.38187978,261.4273365,116.1784286,170.0077408,139.8248477,120.0349735,82.18520527
Leland Food Pantry,159.294543,233.4185626,159.2032092,98.29517851,194.5686626,28.06597624,126.3767802,59.53241641,147.6410016,99.35064154,99.40000627,223.5438632,139.2971633,73.86507018,132.2007412,201.3561619,152.9058742,249.8021371,132.8117421,309.0877795,284.6613455,88.27880048,292.4374103,314.3415881,105.0503512,66.09488267,40.53664449,51.00201385,205.4831488,338.4405175,199.8979551,123.2848621,189.8418386,224.7275035,176.1970782,146.4163822,233.7504616,199.5958012,174.4392882,124.8634806,187.8946745,44.51767269,155.199831,146.4949174,103.4377439,213.4465637,172.9453203,172.5733923,80.18617119,148.5314536,173.208905,155.3077631,118.0738058,120.2885648,259.4312147,266.7085818,182.8779817,163.1114291,219.1706983,93.22739183,134.3274465,148.2967139,41.08996324,160.2687948,177.235309,286.0239564,31.48276009,79.26382013,140.1741088,207.1587534,243.3669519,115.6905437,182.9596278,202.3690643,74.85393927,11.16393972,251.3312835,107.4030555,179.0390339,129.8795121,111.304452,72.20688781
Storehouse Community Food Pantry,88.26963589,304.4912889,85.65339459,125.4955043,265.6404203,99.57109372,197.4357569,130.5844211,218.6997737,162.5302806,28.36847698,150.0057777,210.3521582,144.9282377,58.66025415,127.8125075,223.9784526,176.252549,61.76659428,235.5339047,211.1121256,159.3353775,218.8773661,240.7818489,31.51528161,98.42581376,73.58197857,33.14776734,276.5471317,264.8814107,126.3595436,52.25657708,116.2973205,151.1837212,157.6717309,217.4814116,160.2010919,132.7924191,100.8945021,106.1946133,258.9587784,115.5711145,81.6548,217.5473393,68.39340475,139.8975139,244.016257,243.6317848,151.2388311,129.8597881,105.8503159,185.7914386,189.1255211,191.3536822,185.8760627,193.1587818,109.3281768,234.1745798,290.2395855,164.2908726,60.79235097,81.781852,39.81675159,86.72891356,103.6968614,212.4691018,102.5369337,150.3229704,211.2433932,278.22981,314.4376455,186.7598238,254.0266222,128.8189124,1.56487776,68.06398086,177.7877708,178.4574176,108.0184224,157.3827733,182.3647311,57.23157612
Salvation Army Vicksburg,89.15565001,303.6339749,85.02396515,124.6226978,264.7825251,100.1788195,196.5701907,129.7146705,217.8340846,161.6596861,29.25051659,149.3833874,209.484202,144.0651872,58.03642304,127.1867751,223.1210503,175.6232551,62.65265687,234.9020378,210.4830525,158.4683711,218.2417965,240.1464623,30.89470204,97.55331163,72.70951598,33.76441776,275.6845699,264.2464036,125.7369579,53.14056386,115.6710697,150.5579119,156.7961734,216.6194782,159.5719293,131.9139538,100.2680907,105.3190209,258.0962893,114.7022266,81.02824158,216.6778387,67.51681413,139.2685432,243.1578693,242.7658676,150.3694736,128.984206,104.9718026,184.9188632,188.2555965,190.4918017,185.2434294,192.5293608,108.6987531,233.3115188,289.3799673,163.4280101,60.17175567,80.90337865,38.94219811,86.1054459,103.074254,211.8366469,101.6684851,149.4575086,210.3840137,277.371494,313.5791115,185.9004419,253.1658681,128.1892804,0.700273929,68.67607707,177.1621232,177.5890818,108.9070147,156.5099997,181.4999468,56.35619397
New Vison Outreach Ministry,173.09733,224.6544485,162.3549676,151.6805241,247.551356,274.9695622,195.6628414,195.9851914,172.2642335,150.2371351,153.8153717,27.95447325,144.4605076,288.1951139,119.5455429,56.3341341,297.130002,69.74266991,146.604118,55.92278544,31.98764545,211.0619331,137.7561033,112.7527695,146.1240472,183.8256182,209.3754843,210.1008009,195.7954194,84.72322977,51.63342332,145.0408668,76.69941295,34.44505682,74.65723484,232.9237776,83.40560369,51.37802912,94.80605423,125.6023728,182.3276365,224.9060521,116.5273568,135.5872398,147.2020307,100.2598624,261.6747327,162.2960178,181.5453956,101.933894,77.77193308,103.2961657,134.2286937,260.0301223,118.5901186,55.18041397,138.609935,198.3261366,210.0011587,271.7506856,116.8512832,102.6757679,209.1889995,91.41520263,74.29866383,89.04084435,245.0012249,244.6878866,279.1862929,228.2965135,234.3870889,303.717042,214.6086121,122.8057172,176.1882819,244.2236751,5.304667317,170.5479369,193.2954633,120.0921866,223.2455205,178.2191736
PBM Ministries,29.52888358,414.9013,34.34302419,236.4162483,376.0696646,209.8453349,308.1178435,241.4044895,329.3858629,273.3780818,82.85672491,217.9323615,321.1129466,255.5275717,102.909816,139.6015769,334.3915575,126.931699,49.59119239,174.2025006,165.2775529,270.0649869,157.6680873,179.5664975,130.4303708,209.3365874,184.4915021,131.056619,387.1300746,203.6535039,191.2259818,59.0328125,119.3428907,161.5077133,268.6830297,328.0437851,113.240862,243.8995565,101.2687085,217.2071688,369.5393657,226.3627981,79.57683054,328.3589878,179.4389188,96.34591122,354.4617783,354.3253299,262.0459047,240.8719555,216.9590909,296.7044425,299.9511962,301.9143713,124.5700201,141.5210708,58.08802455,344.7740636,400.7255328,274.8839731,159.3526828,192.8893588,150.7952195,137.0206789,168.3635269,151.1571296,213.314174,261.0017213,321.7216536,388.6728887,424.8878244,297.2382195,364.5500695,73.93625699,112.6863859,170.7521821,190.6160003,289.2307811,4.84178884,268.3023664,293.0210974,168.237305
Unity MB Church Food Pantry,246.8519288,149.95109,236.0269424,31.22749388,124.5505325,151.6759279,72.40779815,72.59204689,62.97922656,26.81523435,186.3910184,95.82797016,54.31150704,165.0249936,166.4866509,130.1274242,174.1464945,143.4175406,220.3566307,180.0195123,155.9917374,87.75966887,211.2230721,186.2254148,138.4003107,60.3414087,85.8930763,137.0892725,121.2663342,208.9241053,77.95633566,210.5535273,150.4757965,108.2353915,49.32169066,109.7893884,157.0850851,72.30552733,168.5774068,50.921436,103.6889499,101.5419569,190.2942006,61.28813951,88.8623617,173.9460382,138.6579512,87.87805027,58.16494249,27.25566329,51.67853909,29.09887671,32.80747472,136.8980402,192.1545845,137.9900017,212.2816857,78.82488358,135.3742795,148.5864298,109.4817024,75.74049686,117.1500336,132.313557,100.8218061,162.6107458,121.6520324,121.4372822,156.1371545,123.5490451,159.7245982,180.6683394,99.00221045,196.4702506,156.0140106,120.7851416,123.1505869,47.2009825,266.9644851,3.402218886,100.0168394,99.8529754
